tradeDate,M,SR,FG,CU,SN,NI,RM,AG,OI,CF,HC,J,I,TA,PB,AU,RB,V,JD,MA,TC,A,ZN,SF,P,C,BU,PP,JM,RU,AL,Y,CS,L
2016-03-18,2324.0,5562.0,955.0,38280.0,112060.0,69680.0,1926.0,3496.0,5892.0,10365.0,2309.0,770.0,445.0,4708.0,13715.0,263.7,2119.0,5515.0,3249.0,1996.0,364.2,3429.0,14380.0,4946.0,5352.0,1595.0,1902.0,7381.0,632.5,11890.0,11435.0,6028.0,2069.0,9460.0
2016-03-21,2325.0,5574.0,948.0,38190.0,110380.0,68730.0,1931.0,3475.0,5918.0,10415.0,2348.0,777.5,423.5,4692.0,13650.0,261.0,2145.0,5500.0,3198.0,2010.0,355.2,3430.0,14420.0,4818.0,5348.0,1623.0,1898.0,7423.0,634.0,11845.0,11485.0,6012.0,1991.0,9525.0
2016-03-22,2349.0,5607.0,934.0,38250.0,109710.0,68710.0,1963.0,3491.0,5972.0,10525.0,2364.0,766.5,419.5,4694.0,13635.0,260.35,2161.0,5450.0,3243.0,2034.0,351.8,3478.0,14480.0,4748.0,5444.0,1521.0,1898.0,7277.0,628.0,11865.0,11515.0,6070.0,1998.0,9320.0
2016-03-23,2371.0,5617.0,938.0,38230.0,109440.0,68690.0,1991.0,3489.0,5974.0,10525.0,2393.0,779.0,414.5,4694.0,13590.0,260.75,2195.0,5445.0,3233.0,2008.0,357.4,3512.0,14425.0,4738.0,5466.0,1519.0,1882.0,7245.0,634.5,11760.0,11505.0,6054.0,2001.0,9285.0
2016-03-24,2362.0,5581.0,930.0,37650.0,110080.0,68130.0,1998.0,3419.0,5882.0,10450.0,2354.0,763.0,396.5,4586.0,13525.0,255.85,2144.0,5355.0,3764.0,1963.0,353.6,3485.0,14255.0,4610.0,5368.0,1505.0,1810.0,7237.0,616.0,11550.0,11540.0,5960.0,1976.0,9245.0
2016-03-25,2381.0,5581.0,921.0,37620.0,111370.0,68320.0,2018.0,3413.0,5894.0,10395.0,2363.0,757.0,389.5,4568.0,13525.0,256.149,2143.0,5220.0,3788.0,1925.0,355.6,3506.0,14170.0,4666.0,5422.0,1492.0,1770.0,7374.0,612.0,11625.0,11640.0,5966.0,1976.0,8675.0
2016-03-28,2387.0,5605.0,923.0,37790.0,111460.0,68560.0,2011.0,3410.0,5936.0,10420.0,2405.0,781.0,392.5,4648.0,13575.0,255.05,2183.0,5165.0,3779.0,1924.0,353.4,3508.0,14280.0,4528.0,5506.0,1454.0,1788.0,6884.0,619.5,11755.0,11760.0,6010.0,1934.0,8625.0
2016-03-29,2359.0,5586.0,920.0,37750.0,108930.0,68300.0,1994.0,3408.0,5910.0,10310.0,2370.0,778.0,378.0,4670.0,13585.0,255.8,2148.0,5055.0,3752.0,1895.0,354.0,3472.0,14270.0,4530.0,5530.0,1427.0,1750.0,6805.0,612.5,11510.0,11810.0,6018.0,1932.0,8475.0
2016-03-30,2360.0,5569.0,925.0,37260.0,106630.0,67190.0,1985.0,3413.0,5868.0,10280.0,2352.0,778.0,379.5,4778.0,13475.0,257.95,2119.0,5070.0,3744.0,1886.0,355.4,3474.0,14175.0,4518.0,5524.0,1437.0,1748.0,6816.0,609.5,11360.0,11735.0,6016.0,1938.0,8450.0
2016-03-31,2344.0,5571.0,928.0,36890.0,104530.0,66700.0,1964.0,3409.0,5848.0,10235.0,2359.0,780.5,378.5,4820.0,13275.0,256.6,2122.0,5065.0,3680.0,1889.0,357.2,3451.0,14170.0,4502.0,5488.0,1428.0,1760.0,6730.0,631.5,11310.0,11735.0,6006.0,1914.0,8470.0
2016-04-01,2342.0,5596.0,932.0,37000.0,104550.0,66450.0,1949.0,3421.0,5916.0,10230.0,2433.0,806.0,385.0,4904.0,13280.0,256.85,2167.0,5140.0,3665.0,1879.0,358.2,3405.0,14345.0,4532.0,5542.0,1424.0,1762.0,6994.0,650.5,11420.0,11830.0,6108.0,1913.0,8670.0
2016-04-05,2347.0,5617.0,925.0,36700.0,104790.0,65680.0,1962.0,3367.0,5946.0,10325.0,2503.0,819.5,378.5,4776.0,13265.0,255.65,2180.0,5115.0,3740.0,1844.0,356.6,3381.0,14475.0,4490.0,5590.0,1432.0,1700.0,6980.0,653.0,11570.0,11875.0,6152.0,1935.0,8570.0
2016-04-06,2350.0,5618.0,923.0,36710.0,105530.0,66460.0,1963.0,3377.0,5894.0,10410.0,2520.0,818.0,376.0,4766.0,13220.0,256.85,2184.0,5065.0,3764.0,1853.0,358.2,3335.0,14330.0,4490.0,5534.0,1429.0,1708.0,6910.0,660.0,11660.0,11830.0,6092.0,1934.0,8445.0
2016-04-07,2345.0,5620.0,966.0,36730.0,106660.0,67010.0,1962.0,3373.0,5922.0,10365.0,2521.0,820.0,377.5,4774.0,13235.0,256.05,2187.0,5065.0,3777.0,1855.0,359.8,3329.0,14240.0,4502.0,5526.0,1431.0,1726.0,6891.0,652.0,11650.0,11770.0,6072.0,1920.0,8400.0
2016-04-08,2336.0,5588.0,966.0,35870.0,106120.0,67190.0,1959.0,3390.0,5884.0,10375.0,2566.0,827.5,375.5,4700.0,13070.0,258.399,2189.0,4965.0,3766.0,1898.0,361.8,3322.0,13980.0,4474.0,5472.0,1429.0,1726.0,6701.0,652.5,11530.0,11665.0,6032.0,1911.0,8270.0
2016-04-11,2356.0,5581.0,975.0,35920.0,108640.0,68260.0,1977.0,3407.0,5966.0,10610.0,2641.0,852.0,386.5,4762.0,13115.0,259.3,2263.0,5005.0,3846.0,1902.0,364.4,3345.0,14095.0,4518.0,5482.0,1434.0,1886.0,6803.0,670.0,12025.0,11755.0,6070.0,1919.0,8355.0
2016-04-12,2386.0,5566.0,987.0,35880.0,108510.0,68480.0,2006.0,3455.0,5980.0,10885.0,2686.0,881.5,400.5,4758.0,13065.0,261.25,2312.0,4980.0,3851.0,1878.0,367.0,3357.0,14075.0,4474.0,5438.0,1440.0,1900.0,6817.0,684.0,12225.0,11790.0,6064.0,1947.0,8325.0
2016-04-13,2438.0,5592.0,999.0,36700.0,110250.0,70340.0,2055.0,3488.0,6028.0,11230.0,2567.0,928.5,419.0,4818.0,13290.0,261.45,2366.0,5045.0,3926.0,1929.0,373.4,3413.0,14600.0,4584.0,5518.0,1454.0,1952.0,6976.0,714.5,12645.0,11960.0,6144.0,1973.0,8445.0
2016-04-14,2471.0,5589.0,994.0,36960.0,112400.0,70880.0,2072.0,3495.0,6038.0,11545.0,2536.0,917.5,422.5,4846.0,13330.0,259.0,2350.0,4995.0,3916.0,1950.0,386.8,3448.0,14980.0,4604.0,5546.0,1474.0,1964.0,6823.0,716.5,12575.0,11995.0,6154.0,1992.0,8300.0
2016-04-15,2470.0,5627.0,1014.0,36990.0,111890.0,70890.0,2068.0,3488.0,6050.0,11320.0,2493.0,903.0,414.0,4900.0,13305.0,257.1,2318.0,5035.0,3910.0,1970.0,382.4,3442.0,14895.0,4472.0,5552.0,1469.0,1970.0,6848.0,705.5,12555.0,11960.0,6164.0,1989.0,8380.0
2016-04-18,2496.0,5672.0,1004.0,36820.0,110670.0,70440.0,2081.0,3500.0,5974.0,11460.0,2547.0,915.0,417.5,4796.0,13280.0,257.55,2353.0,4990.0,3975.0,1955.0,380.0,3463.0,15065.0,4378.0,5534.0,1487.0,1936.0,6798.0,711.5,12515.0,11950.0,6116.0,2058.0,8335.0
2016-04-19,2513.0,5696.0,1015.0,36910.0,111180.0,71380.0,2102.0,3543.0,6048.0,12160.0,2663.0,951.0,429.0,4820.0,13295.0,257.95,2446.0,4995.0,3980.0,1971.0,383.8,3486.0,15110.0,4292.0,5652.0,1489.0,1998.0,6781.0,718.5,12675.0,11995.0,6198.0,2076.0,8285.0
2016-04-20,2577.0,5682.0,1026.0,37400.0,111700.0,71990.0,2164.0,3695.0,6144.0,12545.0,2792.0,988.0,447.5,4868.0,13410.0,261.149,2561.0,5045.0,4097.0,1974.0,390.0,3580.0,15160.0,4294.0,5750.0,1519.0,2034.0,6665.0,736.5,12945.0,12065.0,6274.0,2131.0,8240.0
2016-04-21,2640.0,5727.0,1045.0,37750.0,112200.0,73050.0,2209.0,3756.0,6254.0,12970.0,2892.0,1023.5,464.5,4982.0,13515.0,261.85,2708.0,5200.0,4260.0,2022.0,400.2,3651.0,15215.0,4392.0,5816.0,1576.0,2088.0,6777.0,756.5,13305.0,12315.0,6366.0,2205.0,8470.0
2016-04-22,2635.0,5626.0,1039.0,37950.0,112230.0,72240.0,2198.0,3735.0,6232.0,12985.0,2855.0,1047.5,474.5,4946.0,13430.0,262.15,2652.0,5165.0,4176.0,2010.0,396.8,3762.0,15045.0,4314.0,5748.0,1555.0,2096.0,6800.0,772.5,13040.0,12575.0,6322.0,2157.0,8495.0
2016-04-25,2580.0,5612.0,1037.0,38320.0,111150.0,72160.0,2149.0,3700.0,6202.0,12905.0,2857.0,1097.5,479.0,5084.0,13450.0,259.2,2655.0,5200.0,4095.0,2041.0,399.2,3739.0,15165.0,4308.0,5714.0,1529.0,2106.0,6913.0,795.5,13095.0,12900.0,6308.0,2158.0,8660.0
2016-04-26,2603.0,5613.0,1027.0,37850.0,109140.0,71640.0,2172.0,3689.0,6220.0,13050.0,2760.0,1110.5,459.5,5134.0,13220.0,259.2,2596.0,5285.0,4102.0,2047.0,394.6,3720.0,14970.0,4312.0,5688.0,1543.0,2082.0,7069.0,809.5,13040.0,12840.0,6314.0,2162.0,8815.0
2016-04-27,2627.0,5617.0,1004.0,37720.0,108660.0,71860.0,2188.0,3727.0,6196.0,12835.0,2650.0,1069.0,441.0,5128.0,13130.0,260.3,2519.0,5260.0,4059.0,2059.0,387.2,3698.0,14935.0,4312.0,5650.0,1535.0,2098.0,7122.0,776.0,13000.0,12820.0,6314.0,2127.0,8775.0
2016-04-28,2613.0,5571.0,998.0,37280.0,107510.0,72010.0,2163.0,3741.0,6096.0,12555.0,2658.0,1044.5,436.0,5058.0,13090.0,261.1,2507.0,5255.0,3989.0,2047.0,391.4,3630.0,14870.0,4246.0,5496.0,1514.0,2074.0,6992.0,734.0,12800.0,12630.0,6214.0,2094.0,8660.0
2016-04-29,2644.0,5519.0,1002.0,37520.0,108370.0,72500.0,2178.0,3812.0,6060.0,12475.0,2737.0,1090.5,456.0,5038.0,13155.0,265.0,2567.0,5265.0,4017.0,2047.0,395.4,3621.0,15185.0,4194.0,5464.0,1523.0,2072.0,6955.0,760.0,12770.0,12605.0,6186.0,2120.0,8645.0
2016-05-03,2696.0,5555.0,965.0,37680.0,109300.0,74150.0,2209.0,3815.0,6010.0,12725.0,2601.0,1079.0,441.5,4938.0,13250.0,270.25,2470.0,5175.0,4052.0,2013.0,389.0,3662.0,15260.0,4368.0,5442.0,1534.0,1998.0,6821.0,732.0,12820.0,12735.0,6132.0,2145.0,8395.0
2016-05-04,2685.0,5604.0,962.0,37350.0,112280.0,74850.0,2199.0,3777.0,6046.0,12545.0,2540.0,1058.5,435.5,4942.0,13155.0,271.5,2407.0,5095.0,4037.0,1995.0,387.2,3661.0,15065.0,4352.0,5400.0,1526.0,1976.0,6818.0,724.0,12825.0,12570.0,6148.0,2131.0,8295.0
2016-05-05,2685.0,5639.0,962.0,37060.0,113190.0,74020.0,2221.0,3759.0,6088.0,12525.0,2506.0,1053.5,423.0,4928.0,13090.0,271.05,2356.0,5065.0,4063.0,1996.0,384.4,3629.0,14975.0,4328.0,5474.0,1529.0,1980.0,6815.0,724.5,12550.0,12495.0,6186.0,2100.0,8255.0
2016-05-06,2636.0,5603.0,947.0,36580.0,112160.0,71410.0,2196.0,3747.0,6012.0,12440.0,2456.0,998.5,412.5,4850.0,12910.0,269.95,2314.0,5065.0,3942.0,1957.0,377.6,3556.0,14825.0,4236.0,5380.0,1513.0,1956.0,6722.0,694.0,12290.0,12340.0,6140.0,2064.0,8145.0
2016-05-09,2644.0,5574.0,942.0,36270.0,111590.0,70500.0,2190.0,3849.0,6082.0,12165.0,2405.0,969.0,403.5,4800.0,12915.0,271.65,2257.0,5050.0,3895.0,1927.0,374.6,3531.0,14875.0,4096.0,5458.0,1516.0,1912.0,6644.0,679.5,12010.0,12215.0,6204.0,2047.0,8035.0
2016-05-10,2642.0,5570.0,936.0,35870.0,108780.0,68920.0,2163.0,3756.0,6086.0,12170.0,2274.0,928.5,384.5,4752.0,12935.0,267.3,2124.0,5055.0,3878.0,1926.0,372.8,3493.0,14645.0,4046.0,5440.0,1511.0,1880.0,6593.0,673.5,11845.0,11905.0,6182.0,2052.0,8095.0
2016-05-11,2692.0,5572.0,950.0,35920.0,108940.0,69360.0,2212.0,3787.0,6232.0,12295.0,2307.0,930.0,386.0,4770.0,13065.0,267.4,2152.0,5080.0,3958.0,1950.0,379.8,3618.0,14785.0,4046.0,5536.0,1551.0,1930.0,6754.0,690.5,11895.0,12000.0,6336.0,2110.0,8205.0
2016-05-12,2812.0,5631.0,960.0,36150.0,110510.0,69850.0,2284.0,3834.0,6236.0,12455.0,2287.0,918.5,383.0,4716.0,13135.0,268.8,2128.0,5090.0,3909.0,1944.0,379.0,3660.0,15105.0,4034.0,5430.0,1548.0,1956.0,6803.0,689.5,11840.0,12145.0,6294.0,2104.0,8205.0
2016-05-13,2803.0,5590.0,959.0,35560.0,108340.0,68710.0,2259.0,3792.0,6080.0,12375.0,2198.0,881.0,366.0,4654.0,12960.0,268.8,2037.0,5055.0,3812.0,1917.0,371.2,3596.0,14975.0,4008.0,5266.0,1535.0,1954.0,6733.0,671.5,11420.0,12015.0,6102.0,2066.0,8075.0
2016-05-16,2811.0,5582.0,968.0,35440.0,107840.0,68670.0,2240.0,3796.0,6024.0,12365.0,2235.0,879.0,367.5,4648.0,12865.0,270.0,2053.0,5055.0,3826.0,1898.0,371.8,3598.0,15070.0,4082.0,5180.0,1546.0,1962.0,6776.0,682.5,11265.0,12160.0,6008.0,2070.0,8030.0
2016-05-17,2817.0,5578.0,973.0,35770.0,108100.0,69220.0,2289.0,3818.0,6082.0,12390.0,2267.0,897.5,374.5,4704.0,12925.0,270.85,2076.0,5060.0,3829.0,1915.0,381.2,3648.0,15125.0,4082.0,5246.0,1547.0,2010.0,6693.0,706.0,11310.0,12360.0,6034.0,2075.0,7945.0
2016-05-18,2878.0,5534.0,970.0,35590.0,107740.0,69240.0,2371.0,3816.0,6180.0,12635.0,2273.0,916.0,380.5,4712.0,12870.0,270.55,2092.0,5105.0,3876.0,1918.0,387.6,3719.0,15100.0,4084.0,5236.0,1556.0,2000.0,6704.0,712.5,11265.0,12360.0,6054.0,2099.0,8000.0
2016-05-19,2843.0,5510.0,955.0,35360.0,106670.0,68650.0,2363.0,3765.0,6138.0,12665.0,2231.0,899.0,370.0,4656.0,12835.0,268.55,2047.0,5115.0,3831.0,1878.0,391.0,3720.0,15005.0,4070.0,5162.0,1544.0,1982.0,6572.0,707.5,11015.0,12330.0,5978.0,2103.0,7930.0
2016-05-20,2838.0,5500.0,965.0,35200.0,106570.0,68370.0,2374.0,3673.0,6040.0,12765.0,2242.0,912.5,372.0,4632.0,12755.0,265.4,2054.0,5170.0,3823.0,1860.0,394.2,3710.0,14920.0,3970.0,5104.0,1544.0,1932.0,6563.0,722.0,10865.0,12360.0,5878.0,2120.0,7970.0
2016-05-23,2862.0,5506.0,953.0,35150.0,106240.0,67540.0,2378.0,3670.0,5934.0,12540.0,2162.0,878.5,359.0,4554.0,12745.0,265.75,1983.0,5170.0,3759.0,1832.0,391.0,3690.0,14920.0,3940.0,5036.0,1542.0,1880.0,6385.0,693.0,10500.0,12370.0,5792.0,2137.0,7860.0
2016-05-24,2774.0,5508.0,938.0,35210.0,105220.0,66990.0,2301.0,3642.0,5860.0,12365.0,2129.0,840.0,349.5,4536.0,12655.0,264.5,1941.0,5125.0,3788.0,1828.0,388.4,3583.0,14645.0,3956.0,5032.0,1525.0,1848.0,6343.0,671.0,10330.0,12285.0,5778.0,2115.0,7905.0
2016-05-25,2764.0,5474.0,940.0,35500.0,105050.0,67210.0,2242.0,3632.0,5872.0,12410.0,2136.0,828.0,347.5,4526.0,12665.0,261.399,1941.0,5110.0,3855.0,1832.0,379.0,3557.0,14575.0,3980.0,5058.0,1528.0,1860.0,6387.0,659.5,10320.0,12145.0,5818.0,2110.0,8020.0
2016-05-26,2853.0,5500.0,948.0,35840.0,105510.0,67170.0,2306.0,3646.0,5936.0,12720.0,2132.0,833.0,343.0,4540.0,12675.0,259.95,1940.0,5105.0,3882.0,1857.0,390.0,3628.0,14715.0,3978.0,5172.0,1540.0,1878.0,6432.0,672.5,10420.0,12040.0,5896.0,2095.0,8015.0
2016-05-27,2869.0,5524.0,961.0,35860.0,106900.0,66990.0,2320.0,3639.0,5948.0,13040.0,2201.0,838.0,344.5,4534.0,12770.0,259.25,1987.0,5070.0,3939.0,1875.0,394.8,3645.0,14935.0,3978.0,5188.0,1560.0,1854.0,6411.0,678.0,10485.0,12145.0,5884.0,2130.0,7880.0
2016-05-30,2921.0,5536.0,985.0,35770.0,107960.0,67250.0,2382.0,3588.0,6048.0,13175.0,2224.0,841.5,343.0,4534.0,12825.0,256.85,1994.0,5075.0,3980.0,1877.0,398.0,3707.0,15015.0,3970.0,5238.0,1599.0,1846.0,6499.0,680.5,10515.0,12255.0,5942.0,2201.0,7950.0
2016-05-31,2942.0,5559.0,1023.0,35800.0,108380.0,67820.0,2436.0,3583.0,6140.0,13120.0,2229.0,858.0,347.5,4612.0,12795.0,257.95,1999.0,5145.0,3969.0,1900.0,406.2,3700.0,15040.0,3974.0,5248.0,1622.0,1870.0,6665.0,692.5,10575.0,12305.0,5954.0,2246.0,8085.0
2016-06-01,2905.0,5535.0,1023.0,35480.0,107560.0,67650.0,2412.0,3585.0,6090.0,12710.0,2168.0,844.5,344.5,4576.0,12710.0,259.3,1961.0,5155.0,3870.0,1886.0,405.2,3745.0,15065.0,3962.0,5256.0,1609.0,1844.0,6646.0,680.0,10330.0,12180.0,5924.0,2244.0,8070.0
2016-06-02,2951.0,5521.0,1022.0,35280.0,107450.0,67460.0,2462.0,3585.0,6084.0,12650.0,2171.0,850.5,346.0,4550.0,12790.0,258.649,1959.0,5165.0,3851.0,1900.0,409.2,3763.0,15445.0,4064.0,5264.0,1627.0,1846.0,6640.0,686.5,10350.0,12065.0,5964.0,2272.0,7990.0
2016-06-03,3016.0,5610.0,1006.0,35420.0,107700.0,67600.0,2520.0,3589.0,6206.0,12580.0,2176.0,860.0,347.5,4624.0,12780.0,258.5,1980.0,5170.0,3851.0,1915.0,413.6,3802.0,15515.0,4220.0,5348.0,1612.0,1860.0,6722.0,697.5,10485.0,11960.0,6066.0,2247.0,8055.0
2016-06-06,3062.0,5682.0,1011.0,36080.0,108910.0,68420.0,2552.0,3664.0,6312.0,12610.0,2222.0,866.5,357.0,4680.0,12800.0,263.8,2031.0,5155.0,3882.0,1909.0,410.0,3817.0,15740.0,4168.0,5368.0,1626.0,1886.0,6757.0,693.0,10600.0,11865.0,6130.0,2283.0,8160.0
2016-06-07,3112.0,5683.0,1021.0,36040.0,109290.0,68970.0,2571.0,3678.0,6320.0,12965.0,2277.0,891.0,368.5,4684.0,12775.0,264.85,2074.0,5170.0,3945.0,1912.0,409.0,3820.0,15755.0,4172.0,5426.0,1626.0,1912.0,6760.0,701.0,10625.0,11715.0,6174.0,2264.0,8120.0
2016-06-08,3133.0,5679.0,1018.0,35270.0,109080.0,68740.0,2565.0,3690.0,6322.0,12855.0,2290.0,888.0,367.5,4692.0,12725.0,265.15,2080.0,5150.0,3937.0,1909.0,410.6,3806.0,15570.0,4166.0,5396.0,1621.0,1914.0,6845.0,690.5,10450.0,11755.0,6176.0,2261.0,8195.0
2016-06-13,3316.0,5763.0,1022.0,35280.0,111100.0,70270.0,2665.0,3830.0,6354.0,13100.0,2345.0,878.5,371.0,4654.0,12810.0,272.75,2154.0,5070.0,4004.0,1875.0,411.2,3952.0,15895.0,4156.0,5360.0,1659.0,1906.0,6869.0,673.0,10545.0,11830.0,6212.0,2321.0,8240.0
2016-06-14,3295.0,5751.0,1015.0,35320.0,111550.0,70360.0,2704.0,3853.0,6248.0,12965.0,2306.0,852.0,365.5,4718.0,12805.0,273.8,2125.0,5045.0,4012.0,1865.0,409.8,3910.0,15840.0,4112.0,5226.0,1659.0,1938.0,6869.0,651.5,10515.0,11910.0,6110.0,2319.0,8300.0
2016-06-15,3254.0,5695.0,1008.0,35170.0,111550.0,70740.0,2689.0,3860.0,6218.0,12815.0,2257.0,834.0,358.5,4686.0,12790.0,274.85,2075.0,5010.0,3921.0,1855.0,404.0,3867.0,15640.0,4128.0,5134.0,1625.0,1924.0,6773.0,653.0,10400.0,11825.0,6056.0,2306.0,8300.0
2016-06-16,3255.0,5750.0,1008.0,35690.0,112400.0,71080.0,2667.0,3900.0,6130.0,12915.0,2273.0,841.5,365.5,4684.0,12800.0,276.9,2086.0,5035.0,3853.0,1865.0,403.8,3853.0,15690.0,4122.0,5084.0,1592.0,1926.0,6892.0,662.0,10495.0,11910.0,5962.0,2250.0,8455.0
2016-06-17,3191.0,5740.0,985.0,35330.0,112030.0,70520.0,2620.0,3875.0,6046.0,13300.0,2232.0,843.5,366.5,4664.0,12830.0,276.5,2054.0,5055.0,3894.0,1871.0,405.0,3813.0,15530.0,4124.0,5054.0,1586.0,1902.0,6942.0,663.5,10600.0,11920.0,5894.0,2224.0,8530.0
2016-06-20,3241.0,5832.0,999.0,35470.0,112380.0,72030.0,2667.0,3842.0,6094.0,13435.0,2253.0,849.5,372.0,4752.0,12795.0,274.45,2074.0,5160.0,3893.0,1901.0,412.8,3841.0,15560.0,4152.0,5110.0,1592.0,1964.0,7153.0,672.0,10940.0,12020.0,5938.0,2225.0,8710.0
2016-06-21,3248.0,5832.0,1008.0,35680.0,111570.0,72650.0,2677.0,3857.0,6126.0,13360.0,2264.0,847.5,373.5,4748.0,12835.0,273.7,2085.0,5235.0,3841.0,1907.0,420.6,3857.0,15695.0,4118.0,5088.0,1588.0,1986.0,7279.0,678.0,10920.0,12150.0,5988.0,2229.0,8765.0
2016-06-22,3220.0,5782.0,1015.0,35890.0,111280.0,72200.0,2638.0,3810.0,6102.0,13230.0,2296.0,859.0,381.0,4718.0,12825.0,270.4,2115.0,5320.0,3823.0,1901.0,424.0,3832.0,15695.0,4126.0,5082.0,1568.0,1996.0,7304.0,690.5,10960.0,12280.0,5980.0,2229.0,8765.0
2016-06-23,3250.0,5787.0,1018.0,36200.0,111360.0,72240.0,2658.0,3815.0,6134.0,13540.0,2312.0,871.5,387.5,4762.0,12845.0,269.9,2145.0,5475.0,3813.0,1908.0,428.4,3871.0,15765.0,4110.0,5102.0,1567.0,2020.0,7336.0,702.5,11065.0,12315.0,6006.0,2196.0,8830.0
2016-06-24,3217.0,5757.0,1019.0,36280.0,111710.0,71270.0,2657.0,3868.0,6108.0,13595.0,2310.0,881.0,388.0,4752.0,12800.0,276.25,2140.0,5500.0,3840.0,1885.0,429.6,3864.0,15635.0,4036.0,5082.0,1552.0,2002.0,7414.0,709.5,10960.0,12280.0,5982.0,2169.0,8875.0
2016-06-27,3234.0,5767.0,1039.0,36400.0,112220.0,71230.0,2680.0,3924.0,6094.0,13585.0,2382.0,914.5,401.5,4746.0,12815.0,282.8,2210.0,5635.0,3940.0,1884.0,430.2,3872.0,15630.0,4074.0,5088.0,1550.0,1998.0,7662.0,724.0,11115.0,12310.0,5984.0,2173.0,9010.0
2016-06-28,3354.0,5824.0,1046.0,36870.0,112380.0,71830.0,2766.0,3908.0,6168.0,13970.0,2441.0,931.0,415.5,4792.0,12855.0,284.15,2265.0,5670.0,4013.0,1938.0,425.8,3959.0,15735.0,4160.0,5172.0,1563.0,2012.0,7904.0,725.5,11265.0,12375.0,6080.0,1985.0,9140.0
2016-06-29,3381.0,5855.0,1043.0,37260.0,112360.0,73250.0,2826.0,3979.0,6188.0,14535.0,2429.0,932.0,418.0,4816.0,12930.0,283.5,2250.0,5670.0,4075.0,1979.0,430.4,3960.0,16155.0,4152.0,5188.0,1566.0,2046.0,7907.0,715.5,11290.0,12400.0,6090.0,1981.0,8995.0
2016-06-30,3375.0,6003.0,1074.0,37470.0,112390.0,74330.0,2856.0,4052.0,6206.0,14765.0,2467.0,944.5,424.0,4826.0,13050.0,283.9,2295.0,5720.0,4070.0,1993.0,431.0,3947.0,16365.0,4146.0,5176.0,1577.0,2078.0,8081.0,718.0,11385.0,12460.0,6108.0,1994.0,9030.0
2016-07-01,3436.0,6007.0,1108.0,37380.0,115310.0,74760.0,2894.0,4169.0,6274.0,14690.0,2500.0,948.0,421.0,4816.0,13185.0,285.45,2344.0,5705.0,4131.0,1983.0,424.4,3946.0,16445.0,4162.0,5248.0,1567.0,2068.0,7980.0,717.0,11460.0,12650.0,6222.0,1966.0,8990.0
2016-07-04,3472.0,6097.0,1120.0,38040.0,120870.0,77950.0,2946.0,4303.0,6570.0,15240.0,2562.0,969.0,431.5,4886.0,13445.0,290.55,2412.0,5840.0,4203.0,2026.0,426.2,3933.0,16775.0,4292.0,5328.0,1577.0,2106.0,8288.0,729.5,11885.0,12640.0,6376.0,1982.0,9310.0
2016-07-05,3365.0,6005.0,1107.0,37880.0,121460.0,80080.0,2852.0,4469.0,6686.0,15150.0,2519.0,947.5,436.0,4878.0,13200.0,291.05,2385.0,5760.0,4149.0,1989.0,427.2,3874.0,16505.0,4154.0,5290.0,1546.0,2074.0,8249.0,716.0,11885.0,12400.0,6506.0,1952.0,9355.0
2016-07-06,3288.0,5983.0,1101.0,37390.0,118070.0,78480.0,2769.0,4449.0,6532.0,14795.0,2504.0,938.0,429.0,4766.0,13020.0,293.9,2371.0,5710.0,4219.0,1945.0,419.8,3805.0,16430.0,4050.0,5146.0,1520.0,1986.0,8221.0,715.0,11450.0,12435.0,6342.0,1919.0,9340.0
2016-07-07,3199.0,5924.0,1096.0,37050.0,118160.0,78750.0,2687.0,4465.0,6366.0,14965.0,2572.0,949.5,428.5,4752.0,13080.0,296.2,2401.0,5720.0,4215.0,1952.0,414.0,3751.0,16420.0,4082.0,4938.0,1518.0,1966.0,8374.0,726.5,11185.0,12535.0,6140.0,1923.0,9445.0
2016-07-08,3106.0,5827.0,1064.0,36680.0,115710.0,76870.0,2574.0,4363.0,6346.0,14555.0,2557.0,942.0,423.5,4666.0,13025.0,293.1,2402.0,5635.0,4140.0,1923.0,407.4,3742.0,16390.0,4000.0,4848.0,1515.0,1936.0,8079.0,720.0,10825.0,12500.0,6106.0,1895.0,9100.0
2016-07-11,3130.0,5810.0,1055.0,36800.0,117090.0,78200.0,2545.0,4463.0,6358.0,14715.0,2580.0,952.5,427.5,4644.0,13070.0,294.35,2422.0,5675.0,4253.0,1907.0,406.6,3788.0,16640.0,4156.0,4896.0,1534.0,1944.0,8076.0,730.5,10800.0,12615.0,6172.0,1910.0,9055.0
2016-07-12,3168.0,5903.0,1080.0,37060.0,118990.0,79740.0,2560.0,4506.0,6382.0,15270.0,2648.0,994.0,440.0,4678.0,13140.0,293.7,2491.0,5730.0,4229.0,1927.0,419.4,3759.0,16740.0,4356.0,4906.0,1521.0,1988.0,8215.0,756.5,10945.0,12565.0,6186.0,1912.0,9245.0
2016-07-13,3249.0,5893.0,1103.0,38350.0,119900.0,81830.0,2652.0,4481.0,6456.0,15635.0,2699.0,1021.5,459.0,4724.0,13300.0,290.0,2550.0,5810.0,4204.0,1958.0,428.8,3843.0,17025.0,4372.0,4928.0,1534.0,2034.0,8263.0,764.0,11210.0,12625.0,6248.0,1932.0,9265.0
